high(0);last(1);created_at(2);book(3);volumne(4);vwa(5);low(6);ask(7);bid(8);ask_avg_price(9);ask_avg_amount(10);bid_avg_price(11);bid_avg_amount(12);avg_trade_sell_amount(13);avg_trade_buy_amount(14);sentiment_Twitter(15);interest_trends(16);time_stamp(17)
3145.00;3139.82;2019-04-17T12:20:52+00:00;eth_mxn;393.02453459;3099.39653041;3100.07;3139.98;3110.04;3218.9844;14.6018827422;3308.58;0.00906734;0.329354390167;0.4405880345;0.0;48.9916666667;1555503722.5794513
3145.00;3139.82;2019-04-17T12:23:03+00:00;eth_mxn;393.02453459;3099.39653041;3100.07;3139.97;3110.04;3215.4124;14.6048713954;3300.0;6.22646537;0.329354390167;0.4405880345;0.0;49.5593220339;1555503861.8663611
3258.13;3238.18;2019-04-18T12:20:50+00:00;eth_mxn;627.09799140;3144.90981496;3222.00;3239.98;3222.00;3310.9576;15.0768035678;3382.32;0.0303001;0.43825310814;0.356441878596;0.0;44.05;1555590111.86836
3258.13;3238.18;2019-04-18T12:22:21+00:00;eth_mxn;627.09799140;3144.90981496;3222.00;3239.98;3222.00;3310.9576;15.0768035678;3382.32;0.0303001;0.43825310814;0.356441878596;8.0;43.7327586207;1555590227.762023
3300.00;3262.04;2019-04-18T21:29:05+00:00;eth_mxn;624.65288407;3196.19397826;3222.00;3299.96;3267.98;3355.692;15.1348078324;3416.0;0.03005711;0.388950646731;0.320267772292;2.0;44.5689655172;1555623009.4150639
3300.00;3211.94;2019-04-19T03:34:21+00:00;eth_mxn;403.54795102;3238.70550935;3211.94;3234.98;3211.94;3325.4566;14.9951901726;3388.0;0.1635;0.653994938;1.92755211533;3.0;47.9396551724;1555644978.2082837
3249.03;3236.26;2019-04-19T12:21:00+00:00;eth_mxn;387.15668405;3236.59023816;3206.03;3248.86;3238.20;3322.5218;14.7133458344;3387.0;1.7529469;0.605589189643;1.70729068083;0.0;44.1810344828;1555676581.6173944
3299.96;3292.66;2019-04-20T12:20:54+00:00;eth_mxn;346.58376973;3218.82989719;3235.00;3288.62;3245.45;3344.7892;15.2135468314;3399.85;9.6;0.673304615556;0.948388847297;1.0;40.7333333333;1555762980.332688
3299.96;3292.66;2019-04-20T12:23:30+00:00;eth_mxn;346.58130732;3218.82979924;3235.00;3288.55;3246.53;3345.0104;15.208657528;3399.85;9.6;0.673304615556;0.948388847297;0.0;36.2288135593;1555763108.0295453
3299.96;3224.52;2019-04-21T04:21:55+00:00;eth_mxn;173.46862407;3247.94871314;3200.00;3265.10;3224.69;3326.3146;15.1729625698;3387.0;1.7529469;0.256918921429;0.207653662414;-1.0;27.425;1555820674.2070997
3279.99;3188.65;2019-04-21T12:20:55+00:00;eth_mxn;248.79515163;3233.96012403;3180.00;3187.02;3175.98;3319.3328;14.5110790018;3390.0;3.56903302;1.82185018353;1.14365013879;-2.0;48.2118644068;1555849359.8228498
3279.99;3188.65;2019-04-21T12:23:09+00:00;eth_mxn;248.79515163;3233.96012403;3180.00;3187.02;3175.98;3319.3272;14.4399268018;3390.0;3.56903302;1.82185018353;1.14365013879;4.0;51.0431034483;1555849549.654975
3222.81;3197.11;2019-04-22T12:20:55+00:00;eth_mxn;194.09035609;3161.24916599;3163.00;3220.00;3204.73;3292.5642;13.400307756;3355.0;0.03005711;0.802653560179;0.456165488182;-1.0;48.7916666667;1555935812.821716
3222.81;3197.11;2019-04-22T12:24:02+00:00;eth_mxn;194.09035609;3161.24916599;3163.00;3220.00;3204.73;3292.9922;13.444957222;3355.0;0.03005711;0.802653560179;0.456370137727;0.0;45.0517241379;1555935975.162466
3222.81;3220.00;2019-04-22T14:30:37+00:00;eth_mxn;197.18617421;3162.58133140;3163.00;3220.00;3198.35;3295.1762;13.4778971472;3358.0;0.02418755;0.746113026607;0.432127828409;0.0;50.7583333333;1555943522.221295
3308.27;3308.27;2019-04-23T12:20:57+00:00;eth_mxn;381.92024091;3240.24752967;3221.05;3308.20;3265.01;3363.3082;11.6647819222;3425.0;6.24525807;0.575455759403;3.35441998879;2.0;48.5762711864;1556022177.7195628
3308.27;3308.27;2019-04-23T12:23:58+00:00;eth_mxn;381.92024091;3240.24752967;3221.05;3306.13;3261.85;3356.044;11.5851686556;3410.88;0.02555771;0.575455759403;3.35441998879;0.0;48.8416666667;1556022321.633708
3279.90;3239.89;2019-04-24T07:30:13+00:00;eth_mxn;750.62269734;3266.24404062;3199.35;3239.55;3220.00;3337.8236;10.6015660718;3404.0;0.00916591;1.59213085885;0.632895504359;1.0;51.5254237288;1556091106.953109
3279.90;3165.57;2019-04-24T10:21:54+00:00;eth_mxn;903.75302253;3241.66951560;3101.00;3198.06;3109.30;3333.5628;12.451336877;3404.0;0.00916591;1.98527026625;1.43968201618;1.0;33.1525423729;1556101434.3292296
3279.90;3183.45;2019-04-24T12:20:57+00:00;eth_mxn;775.01385616;3231.62843141;3101.00;3180.51;3110.31;3310.9794;12.1219008344;3395.0;0.05;1.70102039094;1.57656513809;0.0;35.6271186441;1556108497.8586872
3279.90;3183.45;2019-04-24T12:22:07+00:00;eth_mxn;775.01385616;3231.62843141;3101.00;3179.47;3110.45;3328.3532;11.8093724118;3399.9;0.3304561;1.70102039094;1.57656513809;0.0;35.5508474576;1556108568.4730024
3279.90;3183.45;2019-04-24T12:23:18+00:00;eth_mxn;775.01385616;3231.62843141;3101.00;3178.38;3110.59;3315.0162;12.0318563292;3397.0;0.00275567;1.70102039094;1.57656513809;-1.0;33.9237288136;1556108668.358679
3279.90;3145.28;2019-04-24T14:26:37+00:00;eth_mxn;776.09687494;3223.64529965;3101.00;3151.60;3120.04;3301.9582;13.034216649;3390.0;0.09586972;1.36784379068;1.71109581179;2.0;43.9322033898;1556116104.7204618
3279.90;3148.97;2019-04-24T15:34:14+00:00;eth_mxn;711.09946929;3209.35965572;3101.00;3145.32;3121.66;3296.578;12.7801831136;3375.0;0.04;0.775450578043;1.20223698778;1.0;49.4322033898;1556120122.6941824
3148.95;3118.34;2019-04-25T12:20:54+00:00;eth_mxn;441.48427376;3108.71700310;3107.00;3145.00;3119.76;3263.4374;14.0691477196;3352.0;7.33710383;0.409818081837;0.420986784706;-1.0;37.0084745763;1556195006.8413477
3148.95;3118.34;2019-04-25T12:23:56+00:00;eth_mxn;441.48427376;3108.71700310;3107.00;3144.95;3112.24;3246.9174;14.0392626324;3345.93;0.01554687;0.409818081837;0.420986784706;4.0;37.406779661;1556195221.140511
3165.00;3164.93;2019-04-25T16:34:14+00:00;eth_mxn;358.22981996;3106.12238134;3107.00;3165.00;3141.00;3262.4498;14.172411718;3350.0;2.48216716;0.296911499286;0.347270885;4.0;47.7711864407;1556210171.004864
2956.00;2902.00;2019-04-26T12:20:54+00:00;eth_mxn;958.60322588;2996.05658727;2902.00;2902.00;2901.00;3125.7124;12.190336736;3271.0;0.00639667;0.335656717761;0.432929045455;-1.0;24.1440677966;1556281410.8472517
2937.00;2936.95;2019-04-27T07:26:38+00:00;eth_mxn;387.43275181;2906.56052294;2902.18;2936.04;2908.62;3096.9962;13.4515148208;3250.0;26.60078442;1.60776219786;0.745677472;1.0;24.7966101695;1556350109.0966034
2964.99;2908.33;2019-04-27T12:20:53+00:00;eth_mxn;392.37929930;2907.07528932;2902.18;2945.72;2910.00;3096.2446;13.5493956776;3250.0;26.60078442;1.54645125082;0.986038605926;-1.0;41.2118644068;1556367707.3438592
2964.99;2943.55;2019-04-27T12:23:19+00:00;eth_mxn;399.15377230;2907.64438314;2902.18;2943.33;2910.00;3108.3788;13.529593921;3252.0;0.34075343;1.63101018671;0.986038605926;0.0;41.5;1556367865.5515568
2998.27;2955.48;2019-04-28T12:20:58+00:00;eth_mxn;300.66185497;2988.84697087;2954.01;2994.68;2955.15;3116.5328;14.590610413;3250.99;0.00288862;0.248455408966;0.638405246056;1.0;45.3583333333;1556454276.7306948
2998.27;2929.99;2019-04-28T19:34:39+00:00;eth_mxn;217.93648468;2977.67784326;2915.16;2950.00;2929.99;3103.8092;12.837849371;3244.0;0.0031751;0.642749584722;0.542429735156;1.0;49.9152542373;1556480241.3975248
2965.65;2901.10;2019-04-29T12:21:10+00:00;eth_mxn;201.46467616;2920.90278802;2900.00;2901.10;2900.00;3065.9992;13.9507840214;3212.33;0.52908368;0.408169181875;0.690902854412;4.0;46.8474576271;1556540551.5499325
2965.65;2900.00;2019-04-29T12:23:01+00:00;eth_mxn;207.65698854;2920.16704774;2900.00;2901.10;2895.01;3065.9924;6.2109840414;3212.33;0.52908368;0.366679956774;0.524940548261;-1.0;47.2372881356;1556540732.663921
2971.00;2971.00;2019-04-30T12:20:57+00:00;eth_mxn;320.45142412;2879.32490495;2925.05;2971.00;2951.33;3093.2114;15.5854391718;3224.0;0.05;0.436772930921;0.393740232917;0.0;47.4745762712;1556626911.9349546
2971.00;2971.00;2019-04-30T12:22:22+00:00;eth_mxn;315.34510864;2879.05116439;2925.05;2971.00;2952.18;3098.1648;15.4230430258;3231.65;0.1701917;0.436772930921;0.393740232917;2.0;47.813559322;1556627000.3310616
3030.00;2949.92;2019-04-30T20:21:54+00:00;eth_mxn;358.51598568;2950.50575487;2904.50;2970.00;2950.19;3128.7694;16.3916610846;3250.0;1.85450938;1.37345329073;2.0598623861;1.0;45.406779661;1556655819.6985009
3064.98;3055.74;2019-05-01T12:20:58+00:00;eth_mxn;643.64456947;3006.10556417;3020.66;3050.56;3021.51;3185.2366;13.6564142736;3289.11;0.01284749;0.815813838333;0.412896546731;3.0;47.7711864407;1556713350.04348
3064.98;3055.74;2019-05-01T12:22:59+00:00;eth_mxn;643.64456947;3006.10556417;3020.66;3049.23;3021.50;3180.6748;14.7460573238;3287.0;0.01880289;0.815813838333;0.412896546731;-1.0;41.8305084746;1556713459.028007
3064.98;2965.01;2019-05-01T21:33:23+00:00;eth_mxn;521.27723121;3021.75157923;2965.01;3000.00;2973.56;3163.7072;14.8412476948;3273.0;0.21600978;0.403345357647;1.4459699151;3.0;45.2288135593;1556746592.3232205
3074.81;3010.00;2019-05-02T12:21:00+00:00;eth_mxn;318.51515514;2985.23745365;3001.03;3042.57;3010.04;3149.2482;16.6282390172;3270.15;0.01024249;0.282417446471;2.50841194694;0.0;41.5169491525;1556799766.3464983
3074.81;3010.00;2019-05-02T12:23:16+00:00;eth_mxn;318.51515514;2985.23745365;3001.03;3041.03;3010.04;3172.4004;8.8048404262;3279.9;1.0;0.282417446471;2.50841194694;2.0;41.8050847458;1556799896.9055176
